measure,location,sex,age,cause,metric,year,val,upper,lower
YLDs (Years Lived with Disability),Okayama,Female,20 to 24,Leishmaniasis,Number,2015,0.0,0.0,0.0
YLDs (Years Lived with Disability),Okayama,Male,25 to 29,Leishmaniasis,Number,2015,0.0,0.0,0.0
YLDs (Years Lived with Disability),Okayama,Female,25 to 29,Leishmaniasis,Number,2015,0.0,0.0,0.0
YLDs (Years Lived with Disability),Okayama,Male,30 to 34,Leishmaniasis,Number,2015,0.0,0.0,0.0
YLDs (Years Lived with Disability),Okayama,Female,30 to 34,Leishmaniasis,Number,2015,0.0,0.0,0.0
YLDs (Years Lived with Disability),Okayama,Male,35 to 39,Leishmaniasis,Number,2015,0.0,0.0,0.0
YLDs (Years Lived with Disability),Okayama,Female,35 to 39,Leishmaniasis,Number,2015,0.0,0.0,0.0
YLDs (Years Lived with Disability),Okayama,Male,40 to 44,Leishmaniasis,Number,2015,0.0,0.0,0.0
YLDs (Years Lived with Disability),Okayama,Female,40 to 44,Leishmaniasis,Number,2015,0.0,0.0,0.0
YLDs (Years Lived with Disability),Okayama,Male,45 to 49,Leishmaniasis,Number,2015,0.0,0.0,0.0
YLDs (Years Lived with Disability),Okayama,Female,45 to 49,Leishmaniasis,Number,2015,0.0,0.0,0.0
YLDs (Years Lived with Disability),Okayama,Male,50 to 54,Leishmaniasis,Number,2015,0.0,0.0,0.0
YLDs (Years Lived with Disability),Okayama,Female,50 to 54,Leishmaniasis,Number,2015,0.0,0.0,0.0
YLDs (Years Lived with Disability),Okayama,Male,55 to 59,Leishmaniasis,Number,2015,0.0,0.0,0.0
YLDs (Years Lived with Disability),Okayama,Female,55 to 59,Leishmaniasis,Number,2015,0.0,0.0,0.0
YLDs (Years Lived with Disability),Okayama,Male,60 to 64,Leishmaniasis,Number,2015,0.0,0.0,0.0
YLDs (Years Lived with Disability),Okayama,Female,60 to 64,Leishmaniasis,Number,2015,0.0,0.0,0.0
YLDs (Years Lived with Disability),Okayama,Male,65 to 69,Leishmaniasis,Number,2015,0.0,0.0,0.0
YLDs (Years Lived with Disability),Okayama,Female,65 to 69,Leishmaniasis,Number,2015,0.0,0.0,0.0
YLDs (Years Lived with Disability),Okayama,Male,70 to 74,Leishmaniasis,Number,2015,0.0,0.0,0.0
YLDs (Years Lived with Disability),Okayama,Female,70 to 74,Leishmaniasis,Number,2015,0.0,0.0,0.0
YLDs (Years Lived with Disability),Okayama,Male,75 to 79,Leishmaniasis,Number,2015,0.0,0.0,0.0
YLDs (Years Lived with Disability),Okayama,Female,75 to 79,Leishmaniasis,Number,2015,0.0,0.0,0.0
YLDs (Years Lived with Disability),Okayama,Male,80 plus,Leishmaniasis,Number,2015,0.0,0.0,0.0
YLDs (Years Lived with Disability),Okayama,Female,80 plus,Leishmaniasis,Number,2015,0.0,0.0,0.0
YLDs (Years Lived with Disability),Okayama,Male,<1 year,Leishmaniasis,Number,2015,0.0,0.0,0.0
YLDs (Years Lived with Disability),Okayama,Female,<1 year,Leishmaniasis,Number,2015,0.0,0.0,0.0
YLDs (Years Lived with Disability),Okayama,Male,Under 5,Visceral leishmaniasis,Number,2015,0.0,0.0,0.0
YLDs (Years Lived with Disability),Okayama,Female,Under 5,Visceral leishmaniasis,Number,2015,0.0,0.0,0.0
YLDs (Years Lived with Disability),Okayama,Male,1 to 4,Visceral leishmaniasis,Number,2015,0.0,0.0,0.0
YLDs (Years Lived with Disability),Okayama,Female,1 to 4,Visceral leishmaniasis,Number,2015,0.0,0.0,0.0
YLDs (Years Lived with Disability),Okayama,Male,5 to 9,Visceral leishmaniasis,Number,2015,0.0,0.0,0.0
YLDs (Years Lived with Disability),Okayama,Female,5 to 9,Visceral leishmaniasis,Number,2015,0.0,0.0,0.0
YLDs (Years Lived with Disability),Okayama,Male,10 to 14,Visceral leishmaniasis,Number,2015,0.0,0.0,0.0
YLDs (Years Lived with Disability),Okayama,Female,10 to 14,Visceral leishmaniasis,Number,2015,0.0,0.0,0.0
YLDs (Years Lived with Disability),Okayama,Male,15 to 19,Visceral leishmaniasis,Number,2015,0.0,0.0,0.0
YLDs (Years Lived with Disability),Okayama,Female,15 to 19,Visceral leishmaniasis,Number,2015,0.0,0.0,0.0
YLDs (Years Lived with Disability),Okayama,Male,20 to 24,Visceral leishmaniasis,Number,2015,0.0,0.0,0.0
YLDs (Years Lived with Disability),Okayama,Female,20 to 24,Visceral leishmaniasis,Number,2015,0.0,0.0,0.0
YLDs (Years Lived with Disability),Okayama,Male,25 to 29,Visceral leishmaniasis,Number,2015,0.0,0.0,0.0
YLDs (Years Lived with Disability),Okayama,Female,25 to 29,Visceral leishmaniasis,Number,2015,0.0,0.0,0.0
YLDs (Years Lived with Disability),Okayama,Male,30 to 34,Visceral leishmaniasis,Number,2015,0.0,0.0,0.0
YLDs (Years Lived with Disability),Okayama,Female,30 to 34,Visceral leishmaniasis,Number,2015,0.0,0.0,0.0
YLDs (Years Lived with Disability),Okayama,Male,35 to 39,Visceral leishmaniasis,Number,2015,0.0,0.0,0.0
YLDs (Years Lived with Disability),Okayama,Female,35 to 39,Visceral leishmaniasis,Number,2015,0.0,0.0,0.0
YLDs (Years Lived with Disability),Okayama,Male,40 to 44,Visceral leishmaniasis,Number,2015,0.0,0.0,0.0
YLDs (Years Lived with Disability),Okayama,Female,40 to 44,Visceral leishmaniasis,Number,2015,0.0,0.0,0.0
YLDs (Years Lived with Disability),Okayama,Male,45 to 49,Visceral leishmaniasis,Number,2015,0.0,0.0,0.0
YLDs (Years Lived with Disability),Okayama,Female,45 to 49,Visceral leishmaniasis,Number,2015,0.0,0.0,0.0
YLDs (Years Lived with Disability),Okayama,Male,50 to 54,Visceral leishmaniasis,Number,2015,0.0,0.0,0.0
YLDs (Years Lived with Disability),Okayama,Female,50 to 54,Visceral leishmaniasis,Number,2015,0.0,0.0,0.0
YLDs (Years Lived with Disability),Okayama,Male,55 to 59,Visceral leishmaniasis,Number,2015,0.0,0.0,0.0
YLDs (Years Lived with Disability),Okayama,Female,55 to 59,Visceral leishmaniasis,Number,2015,0.0,0.0,0.0
YLDs (Years Lived with Disability),Okayama,Male,60 to 64,Visceral leishmaniasis,Number,2015,0.0,0.0,0.0
YLDs (Years Lived with Disability),Okayama,Female,60 to 64,Visceral leishmaniasis,Number,2015,0.0,0.0,0.0
YLDs (Years Lived with Disability),Okayama,Male,65 to 69,Visceral leishmaniasis,Number,2015,0.0,0.0,0.0
YLDs (Years Lived with Disability),Okayama,Female,65 to 69,Visceral leishmaniasis,Number,2015,0.0,0.0,0.0
YLDs (Years Lived with Disability),Okayama,Male,70 to 74,Visceral leishmaniasis,Number,2015,0.0,0.0,0.0
YLDs (Years Lived with Disability),Okayama,Female,70 to 74,Visceral leishmaniasis,Number,2015,0.0,0.0,0.0
YLDs (Years Lived with Disability),Okayama,Male,75 to 79,Visceral leishmaniasis,Number,2015,0.0,0.0,0.0
YLDs (Years Lived with Disability),Okayama,Female,75 to 79,Visceral leishmaniasis,Number,2015,0.0,0.0,0.0
YLDs (Years Lived with Disability),Okayama,Male,80 plus,Visceral leishmaniasis,Number,2015,0.0,0.0,0.0
YLDs (Years Lived with Disability),Okayama,Female,80 plus,Visceral leishmaniasis,Number,2015,0.0,0.0,0.0
YLDs (Years Lived with Disability),Okayama,Male,<1 year,Visceral leishmaniasis,Number,2015,0.0,0.0,0.0
YLDs (Years Lived with Disability),Okayama,Female,<1 year,Visceral leishmaniasis,Number,2015,0.0,0.0,0.0
YLDs (Years Lived with Disability),Okayama,Male,Under 5,Cutaneous and mucocutaneous leishmaniasis,Number,2015,0.0,0.0,0.0
YLDs (Years Lived with Disability),Okayama,Female,Under 5,Cutaneous and mucocutaneous leishmaniasis,Number,2015,0.0,0.0,0.0
YLDs (Years Lived with Disability),Okayama,Male,1 to 4,Cutaneous and mucocutaneous leishmaniasis,Number,2015,0.0,0.0,0.0
YLDs (Years Lived with Disability),Okayama,Female,1 to 4,Cutaneous and mucocutaneous leishmaniasis,Number,2015,0.0,0.0,0.0
YLDs (Years Lived with Disability),Okayama,Male,5 to 9,Cutaneous and mucocutaneous leishmaniasis,Number,2015,0.0,0.0,0.0
YLDs (Years Lived with Disability),Okayama,Female,5 to 9,Cutaneous and mucocutaneous leishmaniasis,Number,2015,0.0,0.0,0.0
YLDs (Years Lived with Disability),Okayama,Male,10 to 14,Cutaneous and mucocutaneous leishmaniasis,Number,2015,0.0,0.0,0.0
YLDs (Years Lived with Disability),Okayama,Female,10 to 14,Cutaneous and mucocutaneous leishmaniasis,Number,2015,0.0,0.0,0.0
YLDs (Years Lived with Disability),Okayama,Male,15 to 19,Cutaneous and mucocutaneous leishmaniasis,Number,2015,0.0,0.0,0.0
YLDs (Years Lived with Disability),Okayama,Female,15 to 19,Cutaneous and mucocutaneous leishmaniasis,Number,2015,0.0,0.0,0.0
YLDs (Years Lived with Disability),Okayama,Male,20 to 24,Cutaneous and mucocutaneous leishmaniasis,Number,2015,0.0,0.0,0.0
YLDs (Years Lived with Disability),Okayama,Female,20 to 24,Cutaneous and mucocutaneous leishmaniasis,Number,2015,0.0,0.0,0.0
YLDs (Years Lived with Disability),Okayama,Male,25 to 29,Cutaneous and mucocutaneous leishmaniasis,Number,2015,0.0,0.0,0.0
YLDs (Years Lived with Disability),Okayama,Female,25 to 29,Cutaneous and mucocutaneous leishmaniasis,Number,2015,0.0,0.0,0.0
YLDs (Years Lived with Disability),Okayama,Male,30 to 34,Cutaneous and mucocutaneous leishmaniasis,Number,2015,0.0,0.0,0.0
YLDs (Years Lived with Disability),Okayama,Female,30 to 34,Cutaneous and mucocutaneous leishmaniasis,Number,2015,0.0,0.0,0.0
YLDs (Years Lived with Disability),Okayama,Male,35 to 39,Cutaneous and mucocutaneous leishmaniasis,Number,2015,0.0,0.0,0.0
YLDs (Years Lived with Disability),Okayama,Female,35 to 39,Cutaneous and mucocutaneous leishmaniasis,Number,2015,0.0,0.0,0.0
YLDs (Years Lived with Disability),Okayama,Male,40 to 44,Cutaneous and mucocutaneous leishmaniasis,Number,2015,0.0,0.0,0.0
YLDs (Years Lived with Disability),Okayama,Female,40 to 44,Cutaneous and mucocutaneous leishmaniasis,Number,2015,0.0,0.0,0.0
YLDs (Years Lived with Disability),Okayama,Male,45 to 49,Cutaneous and mucocutaneous leishmaniasis,Number,2015,0.0,0.0,0.0
YLDs (Years Lived with Disability),Okayama,Female,45 to 49,Cutaneous and mucocutaneous leishmaniasis,Number,2015,0.0,0.0,0.0
YLDs (Years Lived with Disability),Okayama,Male,50 to 54,Cutaneous and mucocutaneous leishmaniasis,Number,2015,0.0,0.0,0.0
YLDs (Years Lived with Disability),Okayama,Female,50 to 54,Cutaneous and mucocutaneous leishmaniasis,Number,2015,0.0,0.0,0.0
YLDs (Years Lived with Disability),Okayama,Male,55 to 59,Cutaneous and mucocutaneous leishmaniasis,Number,2015,0.0,0.0,0.0
YLDs (Years Lived with Disability),Okayama,Female,55 to 59,Cutaneous and mucocutaneous leishmaniasis,Number,2015,0.0,0.0,0.0
YLDs (Years Lived with Disability),Okayama,Male,60 to 64,Cutaneous and mucocutaneous leishmaniasis,Number,2015,0.0,0.0,0.0
YLDs (Years Lived with Disability),Okayama,Female,60 to 64,Cutaneous and mucocutaneous leishmaniasis,Number,2015,0.0,0.0,0.0
YLDs (Years Lived with Disability),Okayama,Male,65 to 69,Cutaneous and mucocutaneous leishmaniasis,Number,2015,0.0,0.0,0.0
YLDs (Years Lived with Disability),Okayama,Female,65 to 69,Cutaneous and mucocutaneous leishmaniasis,Number,2015,0.0,0.0,0.0
YLDs (Years Lived with Disability),Okayama,Male,70 to 74,Cutaneous and mucocutaneous leishmaniasis,Number,2015,0.0,0.0,0.0
YLDs (Years Lived with Disability),Okayama,Female,70 to 74,Cutaneous and mucocutaneous leishmaniasis,Number,2015,0.0,0.0,0.0
YLDs (Years Lived with Disability),Okayama,Male,75 to 79,Cutaneous and mucocutaneous leishmaniasis,Number,2015,0.0,0.0,0.0
YLDs (Years Lived with Disability),Okayama,Female,75 to 79,Cutaneous and mucocutaneous leishmaniasis,Number,2015,0.0,0.0,0.0
YLDs (Years Lived with Disability),Okayama,Male,80 plus,Cutaneous and mucocutaneous leishmaniasis,Number,2015,0.0,0.0,0.0
YLDs (Years Lived with Disability),Okayama,Female,80 plus,Cutaneous and mucocutaneous leishmaniasis,Number,2015,0.0,0.0,0.0
YLDs (Years Lived with Disability),Okayama,Male,<1 year,Cutaneous and mucocutaneous leishmaniasis,Number,2015,0.0,0.0,0.0
YLDs (Years Lived with Disability),Okayama,Female,<1 year,Cutaneous and mucocutaneous leishmaniasis,Number,2015,0.0,0.0,0.0
YLDs (Years Lived with Disability),Federated States of Micronesia,Male,1 to 4,Syphilis,Number,2015,0.0,0.0,0.0
YLDs (Years Lived with Disability),Federated States of Micronesia,Female,1 to 4,Syphilis,Number,2015,0.0,0.0,0.0
YLDs (Years Lived with Disability),Federated States of Micronesia,Male,5 to 9,Syphilis,Number,2015,7.23695362955e-05,0.000208688358466,1.72259762225e-05
YLDs (Years Lived with Disability),Federated States of Micronesia,Female,5 to 9,Syphilis,Number,2015,0.000155733738114,0.000422405179483,4.43609241977e-05
YLDs (Years Lived with Disability),Federated States of Micronesia,Male,10 to 14,Syphilis,Number,2015,0.00154638793036,0.00544075269723,0.000332541873078
YLDs (Years Lived with Disability),Federated States of Micronesia,Female,10 to 14,Syphilis,Number,2015,0.00389083426572,0.0140391127916,0.0
YLDs (Years Lived with Disability),Federated States of Micronesia,Male,15 to 19,Syphilis,Number,2015,0.0205599270538,0.0583967595311,0.00522441273786
YLDs (Years Lived with Disability),Federated States of Micronesia,Female,15 to 19,Syphilis,Number,2015,0.035934740854,0.0994315678209,0.0102459583226
YLDs (Years Lived with Disability),Federated States of Micronesia,Male,20 to 24,Syphilis,Number,2015,0.0769810935318,0.199251156316,0.0295077276749
YLDs (Years Lived with Disability),Federated States of Micronesia,Female,20 to 24,Syphilis,Number,2015,0.103177116122,0.278903905028,0.0381773909616
YLDs (Years Lived with Disability),Federated States of Micronesia,Male,25 to 29,Syphilis,Number,2015,0.128656770452,0.239310325428,0.0567404321184
YLDs (Years Lived with Disability),Federated States of Micronesia,Female,25 to 29,Syphilis,Number,2015,0.105121202982,0.224960570811,0.0483399593299
YLDs (Years Lived with Disability),Federated States of Micronesia,Male,30 to 34,Syphilis,Number,2015,0.133281093606,0.234497787158,0.0679847973994
YLDs (Years Lived with Disability),Federated States of Micronesia,Female,30 to 34,Syphilis,Number,2015,0.0940201743575,0.178558388201,0.0499824592032
YLDs (Years Lived with Disability),Federated States of Micronesia,Male,35 to 39,Syphilis,Number,2015,0.0963119558457,0.184948870134,0.0489898447059
YLDs (Years Lived with Disability),Federated States of Micronesia,Female,35 to 39,Syphilis,Number,2015,0.0603022606237,0.112240085914,0.0323100847315
YLDs (Years Lived with Disability),Federated States of Micronesia,Male,40 to 44,Syphilis,Number,2015,0.0740015779573,0.124624892031,0.0408300421916
YLDs (Years Lived with Disability),Federated States of Micronesia,Female,40 to 44,Syphilis,Number,2015,0.0574683989832,0.102613280954,0.0336824378329
YLDs (Years Lived with Disability),Federated States of Micronesia,Male,45 to 49,Syphilis,Number,2015,0.0928627089801,0.132150543486,0.0530399080281
YLDs (Years Lived with Disability),Federated States of Micronesia,Female,45 to 49,Syphilis,Number,2015,0.0787276346731,0.10871777627,0.0488067664065
YLDs (Years Lived with Disability),Federated States of Micronesia,Male,50 to 54,Syphilis,Number,2015,0.127019618633,0.182217351317,0.0749044264966
YLDs (Years Lived with Disability),Federated States of Micronesia,Female,50 to 54,Syphilis,Number,2015,0.0884425693459,0.134099585086,0.0568756824208
YLDs (Years Lived with Disability),Federated States of Micronesia,Male,55 to 59,Syphilis,Number,2015,0.136242271934,0.194626101104,0.0838817818776
YLDs (Years Lived with Disability),Federated States of Micronesia,Female,55 to 59,Syphilis,Number,2015,0.102019070417,0.148631452375,0.0677336306574
YLDs (Years Lived with Disability),Federated States of Micronesia,Male,60 to 64,Syphilis,Number,2015,0.142180929581,0.209242262355,0.0938695555508
YLDs (Years Lived with Disability),Federated States of Micronesia,Female,60 to 64,Syphilis,Number,2015,0.088716422791,0.12375631539,0.0598088899202
YLDs (Years Lived with Disability),Federated States of Micronesia,Male,65 to 69,Syphilis,Number,2015,0.0992959061287,0.14230080449,0.0640950970161
YLDs (Years Lived with Disability),Federated States of Micronesia,Female,65 to 69,Syphilis,Number,2015,0.0585731000906,0.125266825051,0.0192908100313
YLDs (Years Lived with Disability),Federated States of Micronesia,Male,70 to 74,Syphilis,Number,2015,0.0557964516229,0.0850183510302,0.036452429567
YLDs (Years Lived with Disability),Federated States of Micronesia,Female,70 to 74,Syphilis,Number,2015,0.0349404471497,0.0744265641481,0.00805504348737
YLDs (Years Lived with Disability),Federated States of Micronesia,Male,75 to 79,Syphilis,Number,2015,0.0449182647276,0.0781973863297,0.0258469135317
YLDs (Years Lived with Disability),Federated States of Micronesia,Female,75 to 79,Syphilis,Number,2015,0.0304853990545,0.0549137191214,0.00732114385658
YLDs (Years Lived with Disability),Federated States of Micronesia,Male,80 plus,Syphilis,Number,2015,0.0557175220048,0.0896388813795,0.0301331032557
YLDs (Years Lived with Disability),Federated States of Micronesia,Female,80 plus,Syphilis,Number,2015,0.0411819519727,0.0762189873707,0.0222215956812
YLDs (Years Lived with Disability),Federated States of Micronesia,Male,<1 year,Syphilis,Number,2015,0.0,0.0,0.0
YLDs (Years Lived with Disability),Federated States of Micronesia,Female,<1 year,Syphilis,Number,2015,0.0,0.0,0.0
YLDs (Years Lived with Disability),Federated States of Micronesia,Male,Under 5,Chlamydial infection,Number,2015,0.0,0.0,0.0
YLDs (Years Lived with Disability),Federated States of Micronesia,Female,Under 5,Chlamydial infection,Number,2015,0.0,0.0,0.0
YLDs (Years Lived with Disability),Federated States of Micronesia,Male,1 to 4,Chlamydial infection,Number,2015,0.0,0.0,0.0
YLDs (Years Lived with Disability),Federated States of Micronesia,Female,1 to 4,Chlamydial infection,Number,2015,0.0,0.0,0.0
YLDs (Years Lived with Disability),Federated States of Micronesia,Male,5 to 9,Chlamydial infection,Number,2015,0.0,0.0,0.0
YLDs (Years Lived with Disability),Federated States of Micronesia,Female,5 to 9,Chlamydial infection,Number,2015,0.0,0.0,0.0
YLDs (Years Lived with Disability),Federated States of Micronesia,Male,10 to 14,Chlamydial infection,Number,2015,0.0167877519355,0.0323862804785,0.00747162916283
YLDs (Years Lived with Disability),Federated States of Micronesia,Female,10 to 14,Chlamydial infection,Number,2015,0.0375145113757,0.0613837973445,0.0214636731959
YLDs (Years Lived with Disability),Federated States of Micronesia,Male,15 to 19,Chlamydial infection,Number,2015,0.196535133748,0.382596812527,0.0670598620269
